Date,Year,Quarter,Week Number,Month Number,Month,Day of Week,Day of Week Number,Day of Month number
26 June 2020,2020,Q2,26,6,June,Friday,4,26
27 June 2020,2020,Q2,26,6,June,Saturday,5,27
28 June 2020,2020,Q2,26,6,June,Sunday,6,28
29 June 2020,2020,Q2,27,6,June,Monday,0,29
30 June 2020,2020,Q2,27,6,June,Tuesday,1,30
01 February 2017,2017,Q1,6,2,February,Wednesday,2,1
02 February 2017,2017,Q1,6,2,February,Thursday,3,2
03 February 2017,2017,Q1,6,2,February,Friday,4,3
04 February 2017,2017,Q1,6,2,February,Saturday,5,4
05 February 2017,2017,Q1,6,2,February,Sunday,6,5
06 February 2017,2017,Q1,7,2,February,Monday,0,6
07 February 2017,2017,Q1,7,2,February,Tuesday,1,7
08 February 2017,2017,Q1,7,2,February,Wednesday,2,8
09 February 2017,2017,Q1,7,2,February,Thursday,3,9
10 February 2017,2017,Q1,7,2,February,Friday,4,10
11 February 2017,2017,Q1,7,2,February,Saturday,5,11
12 February 2017,2017,Q1,7,2,February,Sunday,6,12
13 February 2017,2017,Q1,8,2,February,Monday,0,13
14 February 2017,2017,Q1,8,2,February,Tuesday,1,14
15 February 2017,2017,Q1,8,2,February,Wednesday,2,15
16 February 2017,2017,Q1,8,2,February,Thursday,3,16
17 February 2017,2017,Q1,8,2,February,Friday,4,17
18 February 2017,2017,Q1,8,2,February,Saturday,5,18
19 February 2017,2017,Q1,8,2,February,Sunday,6,19
20 February 2017,2017,Q1,9,2,February,Monday,0,20
21 February 2017,2017,Q1,9,2,February,Tuesday,1,21
22 February 2017,2017,Q1,9,2,February,Wednesday,2,22
23 February 2017,2017,Q1,9,2,February,Thursday,3,23
24 February 2017,2017,Q1,9,2,February,Friday,4,24
25 February 2017,2017,Q1,9,2,February,Saturday,5,25
26 February 2017,2017,Q1,9,2,February,Sunday,6,26
27 February 2017,2017,Q1,10,2,February,Monday,0,27
28 February 2017,2017,Q1,10,2,February,Tuesday,1,28
01 February 2018,2018,Q1,5,2,February,Thursday,3,1
02 February 2018,2018,Q1,5,2,February,Friday,4,2
03 February 2018,2018,Q1,5,2,February,Saturday,5,3
04 February 2018,2018,Q1,5,2,February,Sunday,6,4
05 February 2018,2018,Q1,6,2,February,Monday,0,5
06 February 2018,2018,Q1,6,2,February,Tuesday,1,6
07 February 2018,2018,Q1,6,2,February,Wednesday,2,7
08 February 2018,2018,Q1,6,2,February,Thursday,3,8
09 February 2018,2018,Q1,6,2,February,Friday,4,9
10 February 2018,2018,Q1,6,2,February,Saturday,5,10
11 February 2018,2018,Q1,6,2,February,Sunday,6,11
12 February 2018,2018,Q1,7,2,February,Monday,0,12
13 February 2018,2018,Q1,7,2,February,Tuesday,1,13
14 February 2018,2018,Q1,7,2,February,Wednesday,2,14
15 February 2018,2018,Q1,7,2,February,Thursday,3,15
16 February 2018,2018,Q1,7,2,February,Friday,4,16
17 February 2018,2018,Q1,7,2,February,Saturday,5,17
18 February 2018,2018,Q1,7,2,February,Sunday,6,18
19 February 2018,2018,Q1,8,2,February,Monday,0,19
20 February 2018,2018,Q1,8,2,February,Tuesday,1,20
21 February 2018,2018,Q1,8,2,February,Wednesday,2,21
22 February 2018,2018,Q1,8,2,February,Thursday,3,22
23 February 2018,2018,Q1,8,2,February,Friday,4,23
24 February 2018,2018,Q1,8,2,February,Saturday,5,24
25 February 2018,2018,Q1,8,2,February,Sunday,6,25
26 February 2018,2018,Q1,9,2,February,Monday,0,26
27 February 2018,2018,Q1,9,2,February,Tuesday,1,27
28 February 2018,2018,Q1,9,2,February,Wednesday,2,28
01 February 2019,2019,Q1,5,2,February,Friday,4,1
02 February 2019,2019,Q1,5,2,February,Saturday,5,2
03 February 2019,2019,Q1,5,2,February,Sunday,6,3
04 February 2019,2019,Q1,6,2,February,Monday,0,4
05 February 2019,2019,Q1,6,2,February,Tuesday,1,5
06 February 2019,2019,Q1,6,2,February,Wednesday,2,6
07 February 2019,2019,Q1,6,2,February,Thursday,3,7
08 February 2019,2019,Q1,6,2,February,Friday,4,8
09 February 2019,2019,Q1,6,2,February,Saturday,5,9
10 February 2019,2019,Q1,6,2,February,Sunday,6,10
11 February 2019,2019,Q1,7,2,February,Monday,0,11
12 February 2019,2019,Q1,7,2,February,Tuesday,1,12
13 February 2019,2019,Q1,7,2,February,Wednesday,2,13
14 February 2019,2019,Q1,7,2,February,Thursday,3,14
15 February 2019,2019,Q1,7,2,February,Friday,4,15
16 February 2019,2019,Q1,7,2,February,Saturday,5,16
17 February 2019,2019,Q1,7,2,February,Sunday,6,17
18 February 2019,2019,Q1,8,2,February,Monday,0,18
19 February 2019,2019,Q1,8,2,February,Tuesday,1,19
20 February 2019,2019,Q1,8,2,February,Wednesday,2,20
21 February 2019,2019,Q1,8,2,February,Thursday,3,21
22 February 2019,2019,Q1,8,2,February,Friday,4,22
23 February 2019,2019,Q1,8,2,February,Saturday,5,23
24 February 2019,2019,Q1,8,2,February,Sunday,6,24
25 February 2019,2019,Q1,9,2,February,Monday,0,25
26 February 2019,2019,Q1,9,2,February,Tuesday,1,26
27 February 2019,2019,Q1,9,2,February,Wednesday,2,27
28 February 2019,2019,Q1,9,2,February,Thursday,3,28
01 February 2020,2020,Q1,5,2,February,Saturday,5,1
02 February 2020,2020,Q1,5,2,February,Sunday,6,2
03 February 2020,2020,Q1,6,2,February,Monday,0,3
04 February 2020,2020,Q1,6,2,February,Tuesday,1,4
05 February 2020,2020,Q1,6,2,February,Wednesday,2,5
06 February 2020,2020,Q1,6,2,February,Thursday,3,6
07 February 2020,2020,Q1,6,2,February,Friday,4,7
08 February 2020,2020,Q1,6,2,February,Saturday,5,8
09 February 2020,2020,Q1,6,2,February,Sunday,6,9
10 February 2020,2020,Q1,7,2,February,Monday,0,10
11 February 2020,2020,Q1,7,2,February,Tuesday,1,11
12 February 2020,2020,Q1,7,2,February,Wednesday,2,12
13 February 2020,2020,Q1,7,2,February,Thursday,3,13
14 February 2020,2020,Q1,7,2,February,Friday,4,14
15 February 2020,2020,Q1,7,2,February,Saturday,5,15
16 February 2020,2020,Q1,7,2,February,Sunday,6,16
17 February 2020,2020,Q1,8,2,February,Monday,0,17
18 February 2020,2020,Q1,8,2,February,Tuesday,1,18
19 February 2020,2020,Q1,8,2,February,Wednesday,2,19
20 February 2020,2020,Q1,8,2,February,Thursday,3,20
21 February 2020,2020,Q1,8,2,February,Friday,4,21
22 February 2020,2020,Q1,8,2,February,Saturday,5,22
23 February 2020,2020,Q1,8,2,February,Sunday,6,23
24 February 2020,2020,Q1,9,2,February,Monday,0,24
25 February 2020,2020,Q1,9,2,February,Tuesday,1,25
26 February 2020,2020,Q1,9,2,February,Wednesday,2,26
27 February 2020,2020,Q1,9,2,February,Thursday,3,27
28 February 2020,2020,Q1,9,2,February,Friday,4,28
29 February 2020,2020,Q1,9,2,February,Saturday,5,29
01 March 2017,2017,Q1,10,3,March,Wednesday,2,1
02 March 2017,2017,Q1,10,3,March,Thursday,3,2
03 March 2017,2017,Q1,10,3,March,Friday,4,3
04 March 2017,2017,Q1,10,3,March,Saturday,5,4
05 March 2017,2017,Q1,10,3,March,Sunday,6,5
06 March 2017,2017,Q1,11,3,March,Monday,0,6
07 March 2017,2017,Q1,11,3,March,Tuesday,1,7
08 March 2017,2017,Q1,11,3,March,Wednesday,2,8
09 March 2017,2017,Q1,11,3,March,Thursday,3,9
10 March 2017,2017,Q1,11,3,March,Friday,4,10
11 March 2017,2017,Q1,11,3,March,Saturday,5,11
12 March 2017,2017,Q1,11,3,March,Sunday,6,12
13 March 2017,2017,Q1,12,3,March,Monday,0,13
14 March 2017,2017,Q1,12,3,March,Tuesday,1,14
15 March 2017,2017,Q1,12,3,March,Wednesday,2,15
16 March 2017,2017,Q1,12,3,March,Thursday,3,16
17 March 2017,2017,Q1,12,3,March,Friday,4,17
18 March 2017,2017,Q1,12,3,March,Saturday,5,18
19 March 2017,2017,Q1,12,3,March,Sunday,6,19
20 March 2017,2017,Q1,13,3,March,Monday,0,20
21 March 2017,2017,Q1,13,3,March,Tuesday,1,21
22 March 2017,2017,Q1,13,3,March,Wednesday,2,22
23 March 2017,2017,Q1,13,3,March,Thursday,3,23
24 March 2017,2017,Q1,13,3,March,Friday,4,24
25 March 2017,2017,Q1,13,3,March,Saturday,5,25
26 March 2017,2017,Q1,13,3,March,Sunday,6,26
27 March 2017,2017,Q1,14,3,March,Monday,0,27
28 March 2017,2017,Q1,14,3,March,Tuesday,1,28
29 March 2017,2017,Q1,14,3,March,Wednesday,2,29
30 March 2017,2017,Q1,14,3,March,Thursday,3,30
31 March 2017,2017,Q1,14,3,March,Friday,4,31
01 March 2018,2018,Q1,9,3,March,Thursday,3,1
02 March 2018,2018,Q1,9,3,March,Friday,4,2
03 March 2018,2018,Q1,9,3,March,Saturday,5,3
04 March 2018,2018,Q1,9,3,March,Sunday,6,4
05 March 2018,2018,Q1,10,3,March,Monday,0,5
06 March 2018,2018,Q1,10,3,March,Tuesday,1,6
07 March 2018,2018,Q1,10,3,March,Wednesday,2,7
08 March 2018,2018,Q1,10,3,March,Thursday,3,8
09 March 2018,2018,Q1,10,3,March,Friday,4,9
10 March 2018,2018,Q1,10,3,March,Saturday,5,10
11 March 2018,2018,Q1,10,3,March,Sunday,6,11
12 March 2018,2018,Q1,11,3,March,Monday,0,12
13 March 2018,2018,Q1,11,3,March,Tuesday,1,13
14 March 2018,2018,Q1,11,3,March,Wednesday,2,14
15 March 2018,2018,Q1,11,3,March,Thursday,3,15
16 March 2018,2018,Q1,11,3,March,Friday,4,16
17 March 2018,2018,Q1,11,3,March,Saturday,5,17
18 March 2018,2018,Q1,11,3,March,Sunday,6,18
19 March 2018,2018,Q1,12,3,March,Monday,0,19
20 March 2018,2018,Q1,12,3,March,Tuesday,1,20
21 March 2018,2018,Q1,12,3,March,Wednesday,2,21
22 March 2018,2018,Q1,12,3,March,Thursday,3,22
23 March 2018,2018,Q1,12,3,March,Friday,4,23
24 March 2018,2018,Q1,12,3,March,Saturday,5,24
25 March 2018,2018,Q1,12,3,March,Sunday,6,25
26 March 2018,2018,Q1,13,3,March,Monday,0,26
27 March 2018,2018,Q1,13,3,March,Tuesday,1,27
28 March 2018,2018,Q1,13,3,March,Wednesday,2,28
29 March 2018,2018,Q1,13,3,March,Thursday,3,29
30 March 2018,2018,Q1,13,3,March,Friday,4,30
31 March 2018,2018,Q1,13,3,March,Saturday,5,31
01 March 2019,2019,Q1,9,3,March,Friday,4,1
02 March 2019,2019,Q1,9,3,March,Saturday,5,2
03 March 2019,2019,Q1,9,3,March,Sunday,6,3
04 March 2019,2019,Q1,10,3,March,Monday,0,4
05 March 2019,2019,Q1,10,3,March,Tuesday,1,5
06 March 2019,2019,Q1,10,3,March,Wednesday,2,6
07 March 2019,2019,Q1,10,3,March,Thursday,3,7
08 March 2019,2019,Q1,10,3,March,Friday,4,8
09 March 2019,2019,Q1,10,3,March,Saturday,5,9
10 March 2019,2019,Q1,10,3,March,Sunday,6,10
11 March 2019,2019,Q1,11,3,March,Monday,0,11
12 March 2019,2019,Q1,11,3,March,Tuesday,1,12
13 March 2019,2019,Q1,11,3,March,Wednesday,2,13
14 March 2019,2019,Q1,11,3,March,Thursday,3,14
15 March 2019,2019,Q1,11,3,March,Friday,4,15
16 March 2019,2019,Q1,11,3,March,Saturday,5,16
17 March 2019,2019,Q1,11,3,March,Sunday,6,17
18 March 2019,2019,Q1,12,3,March,Monday,0,18
19 March 2019,2019,Q1,12,3,March,Tuesday,1,19
20 March 2019,2019,Q1,12,3,March,Wednesday,2,20
21 March 2019,2019,Q1,12,3,March,Thursday,3,21
22 March 2019,2019,Q1,12,3,March,Friday,4,22
23 March 2019,2019,Q1,12,3,March,Saturday,5,23
24 March 2019,2019,Q1,12,3,March,Sunday,6,24
25 March 2019,2019,Q1,13,3,March,Monday,0,25
26 March 2019,2019,Q1,13,3,March,Tuesday,1,26
27 March 2019,2019,Q1,13,3,March,Wednesday,2,27
28 March 2019,2019,Q1,13,3,March,Thursday,3,28
29 March 2019,2019,Q1,13,3,March,Friday,4,29
30 March 2019,2019,Q1,13,3,March,Saturday,5,30
31 March 2019,2019,Q1,13,3,March,Sunday,6,31
01 March 2020,2020,Q1,9,3,March,Sunday,6,1
02 March 2020,2020,Q1,10,3,March,Monday,0,2
03 March 2020,2020,Q1,10,3,March,Tuesday,1,3
04 March 2020,2020,Q1,10,3,March,Wednesday,2,4
05 March 2020,2020,Q1,10,3,March,Thursday,3,5
06 March 2020,2020,Q1,10,3,March,Friday,4,6
07 March 2020,2020,Q1,10,3,March,Saturday,5,7
08 March 2020,2020,Q1,10,3,March,Sunday,6,8
09 March 2020,2020,Q1,11,3,March,Monday,0,9
10 March 2020,2020,Q1,11,3,March,Tuesday,1,10
11 March 2020,2020,Q1,11,3,March,Wednesday,2,11
12 March 2020,2020,Q1,11,3,March,Thursday,3,12
13 March 2020,2020,Q1,11,3,March,Friday,4,13
14 March 2020,2020,Q1,11,3,March,Saturday,5,14
15 March 2020,2020,Q1,11,3,March,Sunday,6,15
16 March 2020,2020,Q1,12,3,March,Monday,0,16
17 March 2020,2020,Q1,12,3,March,Tuesday,1,17
18 March 2020,2020,Q1,12,3,March,Wednesday,2,18
19 March 2020,2020,Q1,12,3,March,Thursday,3,19
20 March 2020,2020,Q1,12,3,March,Friday,4,20
21 March 2020,2020,Q1,12,3,March,Saturday,5,21
22 March 2020,2020,Q1,12,3,March,Sunday,6,22
23 March 2020,2020,Q1,13,3,March,Monday,0,23
24 March 2020,2020,Q1,13,3,March,Tuesday,1,24
25 March 2020,2020,Q1,13,3,March,Wednesday,2,25
26 March 2020,2020,Q1,13,3,March,Thursday,3,26
27 March 2020,2020,Q1,13,3,March,Friday,4,27
28 March 2020,2020,Q1,13,3,March,Saturday,5,28
29 March 2020,2020,Q1,13,3,March,Sunday,6,29
30 March 2020,2020,Q1,14,3,March,Monday,0,30
31 March 2020,2020,Q1,14,3,March,Tuesday,1,31
01 January 2017,2017,Q1,1,1,January,Sunday,6,1
02 January 2017,2017,Q1,2,1,January,Monday,0,2
03 January 2017,2017,Q1,2,1,January,Tuesday,1,3
04 January 2017,2017,Q1,2,1,January,Wednesday,2,4
05 January 2017,2017,Q1,2,1,January,Thursday,3,5
06 January 2017,2017,Q1,2,1,January,Friday,4,6
07 January 2017,2017,Q1,2,1,January,Saturday,5,7
08 January 2017,2017,Q1,2,1,January,Sunday,6,8
09 January 2017,2017,Q1,3,1,January,Monday,0,9
10 January 2017,2017,Q1,3,1,January,Tuesday,1,10
11 January 2017,2017,Q1,3,1,January,Wednesday,2,11
12 January 2017,2017,Q1,3,1,January,Thursday,3,12
13 January 2017,2017,Q1,3,1,January,Friday,4,13
14 January 2017,2017,Q1,3,1,January,Saturday,5,14
15 January 2017,2017,Q1,3,1,January,Sunday,6,15
16 January 2017,2017,Q1,4,1,January,Monday,0,16
17 January 2017,2017,Q1,4,1,January,Tuesday,1,17
18 January 2017,2017,Q1,4,1,January,Wednesday,2,18
19 January 2017,2017,Q1,4,1,January,Thursday,3,19
20 January 2017,2017,Q1,4,1,January,Friday,4,20
21 January 2017,2017,Q1,4,1,January,Saturday,5,21
22 January 2017,2017,Q1,4,1,January,Sunday,6,22
23 January 2017,2017,Q1,5,1,January,Monday,0,23
24 January 2017,2017,Q1,5,1,January,Tuesday,1,24
25 January 2017,2017,Q1,5,1,January,Wednesday,2,25
26 January 2017,2017,Q1,5,1,January,Thursday,3,26
27 January 2017,2017,Q1,5,1,January,Friday,4,27
28 January 2017,2017,Q1,5,1,January,Saturday,5,28
29 January 2017,2017,Q1,5,1,January,Sunday,6,29
30 January 2017,2017,Q1,6,1,January,Monday,0,30
31 January 2017,2017,Q1,6,1,January,Tuesday,1,31
01 January 2018,2018,Q1,1,1,January,Monday,0,1
02 January 2018,2018,Q1,1,1,January,Tuesday,1,2
03 January 2018,2018,Q1,1,1,January,Wednesday,2,3
04 January 2018,2018,Q1,1,1,January,Thursday,3,4
05 January 2018,2018,Q1,1,1,January,Friday,4,5
06 January 2018,2018,Q1,1,1,January,Saturday,5,6
07 January 2018,2018,Q1,1,1,January,Sunday,6,7
08 January 2018,2018,Q1,2,1,January,Monday,0,8
09 January 2018,2018,Q1,2,1,January,Tuesday,1,9
10 January 2018,2018,Q1,2,1,January,Wednesday,2,10
11 January 2018,2018,Q1,2,1,January,Thursday,3,11
12 January 2018,2018,Q1,2,1,January,Friday,4,12
13 January 2018,2018,Q1,2,1,January,Saturday,5,13
14 January 2018,2018,Q1,2,1,January,Sunday,6,14
15 January 2018,2018,Q1,3,1,January,Monday,0,15
16 January 2018,2018,Q1,3,1,January,Tuesday,1,16
17 January 2018,2018,Q1,3,1,January,Wednesday,2,17
18 January 2018,2018,Q1,3,1,January,Thursday,3,18
19 January 2018,2018,Q1,3,1,January,Friday,4,19
20 January 2018,2018,Q1,3,1,January,Saturday,5,20
21 January 2018,2018,Q1,3,1,January,Sunday,6,21
22 January 2018,2018,Q1,4,1,January,Monday,0,22
23 January 2018,2018,Q1,4,1,January,Tuesday,1,23
24 January 2018,2018,Q1,4,1,January,Wednesday,2,24
25 January 2018,2018,Q1,4,1,January,Thursday,3,25
26 January 2018,2018,Q1,4,1,January,Friday,4,26
27 January 2018,2018,Q1,4,1,January,Saturday,5,27
28 January 2018,2018,Q1,4,1,January,Sunday,6,28
29 January 2018,2018,Q1,5,1,January,Monday,0,29
30 January 2018,2018,Q1,5,1,January,Tuesday,1,30
31 January 2018,2018,Q1,5,1,January,Wednesday,2,31
01 January 2019,2019,Q1,1,1,January,Tuesday,1,1
02 January 2019,2019,Q1,1,1,January,Wednesday,2,2
03 January 2019,2019,Q1,1,1,January,Thursday,3,3
04 January 2019,2019,Q1,1,1,January,Friday,4,4
05 January 2019,2019,Q1,1,1,January,Saturday,5,5
06 January 2019,2019,Q1,1,1,January,Sunday,6,6
07 January 2019,2019,Q1,2,1,January,Monday,0,7
08 January 2019,2019,Q1,2,1,January,Tuesday,1,8
09 January 2019,2019,Q1,2,1,January,Wednesday,2,9
10 January 2019,2019,Q1,2,1,January,Thursday,3,10
11 January 2019,2019,Q1,2,1,January,Friday,4,11
12 January 2019,2019,Q1,2,1,January,Saturday,5,12
13 January 2019,2019,Q1,2,1,January,Sunday,6,13
14 January 2019,2019,Q1,3,1,January,Monday,0,14
15 January 2019,2019,Q1,3,1,January,Tuesday,1,15
16 January 2019,2019,Q1,3,1,January,Wednesday,2,16
17 January 2019,2019,Q1,3,1,January,Thursday,3,17
18 January 2019,2019,Q1,3,1,January,Friday,4,18
19 January 2019,2019,Q1,3,1,January,Saturday,5,19
20 January 2019,2019,Q1,3,1,January,Sunday,6,20
21 January 2019,2019,Q1,4,1,January,Monday,0,21
22 January 2019,2019,Q1,4,1,January,Tuesday,1,22
23 January 2019,2019,Q1,4,1,January,Wednesday,2,23
24 January 2019,2019,Q1,4,1,January,Thursday,3,24
25 January 2019,2019,Q1,4,1,January,Friday,4,25
26 January 2019,2019,Q1,4,1,January,Saturday,5,26
27 January 2019,2019,Q1,4,1,January,Sunday,6,27
28 January 2019,2019,Q1,5,1,January,Monday,0,28
29 January 2019,2019,Q1,5,1,January,Tuesday,1,29
30 January 2019,2019,Q1,5,1,January,Wednesday,2,30
31 January 2019,2019,Q1,5,1,January,Thursday,3,31
01 January 2020,2020,Q1,1,1,January,Wednesday,2,1
02 January 2020,2020,Q1,1,1,January,Thursday,3,2
03 January 2020,2020,Q1,1,1,January,Friday,4,3
04 January 2020,2020,Q1,1,1,January,Saturday,5,4
05 January 2020,2020,Q1,1,1,January,Sunday,6,5
06 January 2020,2020,Q1,2,1,January,Monday,0,6
07 January 2020,2020,Q1,2,1,January,Tuesday,1,7
08 January 2020,2020,Q1,2,1,January,Wednesday,2,8
09 January 2020,2020,Q1,2,1,January,Thursday,3,9
10 January 2020,2020,Q1,2,1,January,Friday,4,10
11 January 2020,2020,Q1,2,1,January,Saturday,5,11
12 January 2020,2020,Q1,2,1,January,Sunday,6,12
13 January 2020,2020,Q1,3,1,January,Monday,0,13
14 January 2020,2020,Q1,3,1,January,Tuesday,1,14
15 January 2020,2020,Q1,3,1,January,Wednesday,2,15
16 January 2020,2020,Q1,3,1,January,Thursday,3,16
17 January 2020,2020,Q1,3,1,January,Friday,4,17
18 January 2020,2020,Q1,3,1,January,Saturday,5,18
19 January 2020,2020,Q1,3,1,January,Sunday,6,19
20 January 2020,2020,Q1,4,1,January,Monday,0,20
21 January 2020,2020,Q1,4,1,January,Tuesday,1,21
22 January 2020,2020,Q1,4,1,January,Wednesday,2,22
23 January 2020,2020,Q1,4,1,January,Thursday,3,23
24 January 2020,2020,Q1,4,1,January,Friday,4,24
25 January 2020,2020,Q1,4,1,January,Saturday,5,25
26 January 2020,2020,Q1,4,1,January,Sunday,6,26
27 January 2020,2020,Q1,5,1,January,Monday,0,27
28 January 2020,2020,Q1,5,1,January,Tuesday,1,28
29 January 2020,2020,Q1,5,1,January,Wednesday,2,29
30 January 2020,2020,Q1,5,1,January,Thursday,3,30
31 January 2020,2020,Q1,5,1,January,Friday,4,31
