areaType,areaName,areaCode,date,newCasesByPublishDate,cumCasesByPublishDate
nation,Scotland,S92000003,2020-05-10,181,13486
nation,Scotland,S92000003,2020-05-09,156,13305
nation,Scotland,S92000003,2020-05-08,225,13149
nation,Scotland,S92000003,2020-05-07,215,12924
nation,Scotland,S92000003,2020-05-06,272,12709
nation,Scotland,S92000003,2020-05-05,171,12437
nation,Scotland,S92000003,2020-05-04,169,12266
nation,Scotland,S92000003,2020-05-03,170,12097
nation,Scotland,S92000003,2020-05-02,273,11927
nation,Scotland,S92000003,2020-05-01,301,11654
nation,Scotland,S92000003,2020-04-30,319,11353
nation,Scotland,S92000003,2020-04-29,313,11034
nation,Scotland,S92000003,2020-04-28,200,10721
nation,Scotland,S92000003,2020-04-27,197,10521
nation,Scotland,S92000003,2020-04-26,273,10324
nation,Scotland,S92000003,2020-04-25,354,10051
nation,Scotland,S92000003,2020-04-24,288,9697
nation,Scotland,S92000003,2020-04-23,371,9409
nation,Scotland,S92000003,2020-04-22,366,9038
nation,Scotland,S92000003,2020-04-21,222,8672
nation,Scotland,S92000003,2020-04-20,263,8450
nation,Scotland,S92000003,2020-04-19,367,8187
nation,Scotland,S92000003,2020-04-18,411,7820
nation,Scotland,S92000003,2020-04-17,307,7409
nation,Scotland,S92000003,2020-04-16,354,7102
nation,Scotland,S92000003,2020-04-15,390,6748
nation,Scotland,S92000003,2020-04-14,291,6358
nation,Scotland,S92000003,2020-04-13,155,6067
nation,Scotland,S92000003,2020-04-12,322,5912
nation,Scotland,S92000003,2020-04-11,315,5590
nation,Scotland,S92000003,2020-04-10,318,5275
nation,Scotland,S92000003,2020-04-09,392,4957
nation,Scotland,S92000003,2020-04-08,336,4565
nation,Scotland,S92000003,2020-04-07,268,4229
nation,Scotland,S92000003,2020-04-06,255,3961
nation,Scotland,S92000003,2020-04-05,361,3706
nation,Scotland,S92000003,2020-04-04,344,3345
nation,Scotland,S92000003,2020-04-03,399,3001
nation,Scotland,S92000003,2020-04-02,292,2602
nation,Scotland,S92000003,2020-04-01,317,2310
nation,Scotland,S92000003,2020-03-31,430,1993
nation,Scotland,S92000003,2020-03-30,179,1563
nation,Scotland,S92000003,2020-03-29,139,1384
nation,Scotland,S92000003,2020-03-28,186,1245
nation,Scotland,S92000003,2020-03-27,165,1059
nation,Scotland,S92000003,2020-03-26,175,894
nation,Scotland,S92000003,2020-03-25,135,719
nation,Scotland,S92000003,2020-03-24,85,584
nation,Scotland,S92000003,2020-03-23,83,499
nation,Scotland,S92000003,2020-03-22,43,416
nation,Scotland,S92000003,2020-03-21,51,373
nation,Scotland,S92000003,2020-03-20,56,322
nation,Scotland,S92000003,2020-03-19,39,266
nation,Scotland,S92000003,2020-03-18,32,227
nation,Scotland,S92000003,2020-03-17,24,195
nation,Scotland,S92000003,2020-03-16,18,171
nation,Scotland,S92000003,2020-03-15,32,153
nation,Scotland,S92000003,2020-03-14,36,121
nation,Scotland,S92000003,2020-03-13,25,85
nation,Scotland,S92000003,2020-03-12,24,60
nation,Scotland,S92000003,2020-03-11,9,36
nation,Scotland,S92000003,2020-03-10,4,27
nation,Scotland,S92000003,2020-03-09,5,23
nation,Scotland,S92000003,2020-03-08,2,18
nation,Scotland,S92000003,2020-03-07,5,16
nation,Scotland,S92000003,2020-03-06,5,11
nation,Scotland,S92000003,2020-03-05,3,6
nation,Scotland,S92000003,2020-03-04,2,3
nation,Scotland,S92000003,2020-03-03,0,1
nation,Scotland,S92000003,2020-03-02,1,1
nation,Scotland,S92000003,2020-03-01,0,
nation,Scotland,S92000003,2020-02-29,0,
nation,Scotland,S92000003,2020-02-28,0,
nation,Scotland,S92000003,2020-02-27,0,
nation,Scotland,S92000003,2020-02-26,0,
nation,Scotland,S92000003,2020-02-25,0,
nation,Scotland,S92000003,2020-02-24,0,
nation,Scotland,S92000003,2020-02-23,0,
nation,Scotland,S92000003,2020-02-22,0,
nation,Scotland,S92000003,2020-02-21,0,
nation,Scotland,S92000003,2020-02-20,0,
nation,Scotland,S92000003,2020-02-19,0,
nation,Scotland,S92000003,2020-02-18,0,
nation,Scotland,S92000003,2020-02-17,0,
nation,Scotland,S92000003,2020-02-16,0,
nation,Scotland,S92000003,2020-02-15,0,
nation,Scotland,S92000003,2020-02-14,0,
nation,Scotland,S92000003,2020-02-13,0,
nation,Scotland,S92000003,2020-02-12,0,
nation,Scotland,S92000003,2020-02-11,0,
nation,Scotland,S92000003,2020-02-10,0,
nation,Scotland,S92000003,2020-02-09,0,
nation,Scotland,S92000003,2020-02-08,0,
nation,Scotland,S92000003,2020-02-07,0,
nation,Scotland,S92000003,2020-02-06,0,
nation,Scotland,S92000003,2020-02-05,0,
nation,Scotland,S92000003,2020-02-04,0,
nation,Scotland,S92000003,2020-02-03,0,
nation,Scotland,S92000003,2020-02-02,0,
nation,Scotland,S92000003,2020-02-01,0,
nation,Scotland,S92000003,2020-01-31,0,
nation,Scotland,S92000003,2020-01-30,0,
nation,Scotland,S92000003,2020-01-29,0,
nation,Scotland,S92000003,2020-01-28,0,
nation,Scotland,S92000003,2020-01-27,0,
nation,Scotland,S92000003,2020-01-26,0,
nation,Scotland,S92000003,2020-01-25,0,
nation,Scotland,S92000003,2020-01-24,0,
nation,Scotland,S92000003,2020-01-23,0,
nation,Scotland,S92000003,2020-01-22,0,
nation,Scotland,S92000003,2020-01-21,0,
nation,Scotland,S92000003,2020-01-20,0,
nation,Scotland,S92000003,2020-01-19,0,
nation,Scotland,S92000003,2020-01-18,0,
nation,Scotland,S92000003,2020-01-17,0,
nation,Scotland,S92000003,2020-01-16,0,
nation,Scotland,S92000003,2020-01-15,0,
nation,Scotland,S92000003,2020-01-14,0,
nation,Scotland,S92000003,2020-01-13,0,
nation,Scotland,S92000003,2020-01-12,0,
nation,Scotland,S92000003,2020-01-11,0,
nation,Scotland,S92000003,2020-01-10,0,
nation,Scotland,S92000003,2020-01-09,0,
nation,Scotland,S92000003,2020-01-08,0,
nation,Scotland,S92000003,2020-01-07,0,
nation,Scotland,S92000003,2020-01-06,0,
nation,Scotland,S92000003,2020-01-05,0,
nation,Scotland,S92000003,2020-01-04,0,
nation,Scotland,S92000003,2020-01-03,0,
nation,Wales,W92000004,2020-10-09,766,29028
nation,Wales,W92000004,2020-10-08,638,28262
nation,Wales,W92000004,2020-10-07,752,27624
nation,Wales,W92000004,2020-10-06,425,26872
nation,Wales,W92000004,2020-10-05,596,26447
nation,Wales,W92000004,2020-10-04,432,25852
nation,Wales,W92000004,2020-10-03,576,25420
nation,Wales,W92000004,2020-10-02,462,24845
nation,Wales,W92000004,2020-10-01,398,24383
nation,Wales,W92000004,2020-09-30,388,23985
nation,Wales,W92000004,2020-09-29,366,23597
nation,Wales,W92000004,2020-09-28,286,23231
nation,Wales,W92000004,2020-09-27,362,22945
nation,Wales,W92000004,2020-09-26,370,22584
nation,Wales,W92000004,2020-09-25,320,22215
nation,Wales,W92000004,2020-09-24,348,21896
nation,Wales,W92000004,2020-09-23,389,21548
nation,Wales,W92000004,2020-09-22,281,21159
nation,Wales,W92000004,2020-09-21,234,20878
nation,Wales,W92000004,2020-09-20,199,20644
nation,Wales,W92000004,2020-09-19,212,20445
nation,Wales,W92000004,2020-09-18,185,20233
nation,Wales,W92000004,2020-09-17,168,20048
nation,Wales,W92000004,2020-09-16,199,19880
nation,Wales,W92000004,2020-09-15,110,19681
nation,Wales,W92000004,2020-09-14,183,19573
nation,Wales,W92000004,2020-09-13,162,19390
nation,Wales,W92000004,2020-09-12,164,19228
nation,Wales,W92000004,2020-09-11,133,19064
nation,Wales,W92000004,2020-09-10,102,18931
nation,Wales,W92000004,2020-09-09,165,18829
nation,Wales,W92000004,2020-09-08,150,18664
nation,Wales,W92000004,2020-09-07,133,18514
nation,Wales,W92000004,2020-09-06,98,18381
nation,Wales,W92000004,2020-09-05,77,18283
nation,Wales,W92000004,2020-09-04,51,18206
nation,Wales,W92000004,2020-09-03,50,18155
nation,Wales,W92000004,2020-09-02,42,18105
nation,Wales,W92000004,2020-09-01,51,18063
nation,Wales,W92000004,2020-08-31,39,18012
nation,Wales,W92000004,2020-08-30,56,17973
nation,Wales,W92000004,2020-08-29,40,17917
nation,Wales,W92000004,2020-08-28,34,17877
nation,Wales,W92000004,2020-08-27,35,17843
nation,Wales,W92000004,2020-08-26,34,17808
nation,Wales,W92000004,2020-08-25,28,17774
nation,Wales,W92000004,2020-08-24,19,17746
nation,Wales,W92000004,2020-08-23,20,17727
nation,Wales,W92000004,2020-08-22,34,17707
nation,Wales,W92000004,2020-08-21,34,17673
nation,Wales,W92000004,2020-08-20,19,17639
nation,Wales,W92000004,2020-08-19,21,17620
nation,Wales,W92000004,2020-08-18,24,17599
nation,Wales,W92000004,2020-08-17,14,17575
nation,Wales,W92000004,2020-08-16,18,17561
nation,Wales,W92000004,2020-08-15,27,17543
nation,Wales,W92000004,2020-08-14,18,17516
nation,Wales,W92000004,2020-08-13,15,17499
nation,Wales,W92000004,2020-08-12,8,17484
nation,Wales,W92000004,2020-08-11,13,17476
nation,Wales,W92000004,2020-08-10,12,17463
nation,Wales,W92000004,2020-08-09,26,17451
nation,Wales,W92000004,2020-08-08,19,17425
nation,Wales,W92000004,2020-08-07,17,17406
nation,Wales,W92000004,2020-08-06,15,17389
nation,Wales,W92000004,2020-08-05,14,17374
nation,Wales,W92000004,2020-08-04,22,17361
nation,Wales,W92000004,2020-08-03,24,17339
nation,Wales,W92000004,2020-08-02,37,17315
nation,Wales,W92000004,2020-08-01,21,17279
nation,Wales,W92000004,2020-07-31,26,17258
nation,Wales,W92000004,2020-07-30,9,17232
nation,Wales,W92000004,2020-07-29,32,17223
nation,Wales,W92000004,2020-07-28,21,17191
nation,Wales,W92000004,2020-07-27,45,17170
nation,Wales,W92000004,2020-07-26,22,17125
nation,Wales,W92000004,2020-07-25,30,17105
nation,Wales,W92000004,2020-07-24,45,17075
nation,Wales,W92000004,2020-07-23,43,17030
nation,Wales,W92000004,2020-07-22,22,16987
nation,Wales,W92000004,2020-07-21,22,16965
nation,Wales,W92000004,2020-07-20,15,16943
nation,Wales,W92000004,2020-07-19,31,16928
nation,Wales,W92000004,2020-07-18,10,16897
nation,Wales,W92000004,2020-07-17,16,16887
nation,Wales,W92000004,2020-07-16,18,16871
nation,Wales,W92000004,2020-07-15,18,16854
nation,Wales,W92000004,2020-07-14,21,16836
nation,Wales,W92000004,2020-07-13,11,15973
nation,Wales,W92000004,2020-07-12,16,15962
nation,Wales,W92000004,2020-07-11,7,15946
nation,Wales,W92000004,2020-07-10,10,15939
nation,Wales,W92000004,2020-07-09,16,15929
nation,Wales,W92000004,2020-07-08,13,15913
nation,Wales,W92000004,2020-07-07,2,15900
nation,Wales,W92000004,2020-07-06,8,15898
nation,Wales,W92000004,2020-07-05,15,15890
nation,Wales,W92000004,2020-07-04,34,15875
nation,Wales,W92000004,2020-07-03,26,15841
nation,Wales,W92000004,2020-07-02,41,15815
nation,Wales,W92000004,2020-07-01,32,15775
nation,Wales,W92000004,2020-06-30,26,15743
nation,Wales,W92000004,2020-06-29,116,15717
nation,Wales,W92000004,2020-06-28,25,15602
nation,Wales,W92000004,2020-06-27,46,15577
nation,Wales,W92000004,2020-06-26,65,15531
nation,Wales,W92000004,2020-06-25,125,15466
nation,Wales,W92000004,2020-06-24,47,15341
nation,Wales,W92000004,2020-06-23,51,15295
nation,Wales,W92000004,2020-06-22,71,15197
nation,Wales,W92000004,2020-06-21,100,15126
nation,Wales,W92000004,2020-06-20,25,15026
nation,Wales,W92000004,2020-06-19,31,15001
nation,Wales,W92000004,2020-06-18,48,14970
nation,Wales,W92000004,2020-06-17,53,14922
nation,Wales,W92000004,2020-06-16,65,14869
nation,Wales,W92000004,2020-06-15,62,14804
nation,Wales,W92000004,2020-06-14,39,14742
nation,Wales,W92000004,2020-06-13,45,14703
nation,Wales,W92000004,2020-06-12,77,14658
nation,Wales,W92000004,2020-06-11,63,14581
nation,Wales,W92000004,2020-06-10,38,14518
nation,Wales,W92000004,2020-06-09,42,14480
nation,Wales,W92000004,2020-06-08,42,14438
nation,Wales,W92000004,2020-06-07,40,14396
nation,Wales,W92000004,2020-06-06,42,14356
nation,Wales,W92000004,2020-06-05,76,14314
nation,Wales,W92000004,2020-06-04,35,14238
nation,Wales,W92000004,2020-06-03,82,14203
nation,Wales,W92000004,2020-06-02,67,14121
nation,Wales,W92000004,2020-06-01,59,14054
nation,Wales,W92000004,2020-05-31,82,13995
nation,Wales,W92000004,2020-05-30,86,13913
nation,Wales,W92000004,2020-05-29,102,13827
nation,Wales,W92000004,2020-05-28,72,13725
nation,Wales,W92000004,2020-05-27,97,13653
nation,Wales,W92000004,2020-05-26,141,13556
nation,Wales,W92000004,2020-05-25,106,13415
nation,Wales,W92000004,2020-05-24,140,13309
nation,Wales,W92000004,2020-05-23,185,13169
nation,Wales,W92000004,2020-05-22,138,12984
nation,Wales,W92000004,2020-05-21,166,12846
nation,Wales,W92000004,2020-05-20,110,12680
nation,Wales,W92000004,2020-05-19,166,12570
nation,Wales,W92000004,2020-05-18,101,12404
nation,Wales,W92000004,2020-05-17,162,12304
nation,Wales,W92000004,2020-05-16,183,12142
nation,Wales,W92000004,2020-05-15,126,11960
nation,Wales,W92000004,2020-05-14,128,11834
nation,Wales,W92000004,2020-05-13,133,11706
nation,Wales,W92000004,2020-05-12,105,11573
nation,Wales,W92000004,2020-05-11,124,11468
nation,Wales,W92000004,2020-05-10,223,11344
nation,Wales,W92000004,2020-05-09,118,11121
nation,Wales,W92000004,2020-05-08,152,11003
nation,Wales,W92000004,2020-05-07,87,10851
nation,Wales,W92000004,2020-05-06,95,10764
nation,Wales,W92000004,2020-05-05,145,10669
nation,Wales,W92000004,2020-05-04,195,10524
nation,Wales,W92000004,2020-05-03,174,10329
nation,Wales,W92000004,2020-05-02,183,10155
nation,Wales,W92000004,2020-05-01,160,9972
nation,Wales,W92000004,2020-04-30,183,9812
nation,Wales,W92000004,2020-04-29,117,9629
nation,Wales,W92000004,2020-04-28,232,9512
nation,Wales,W92000004,2020-04-27,203,9280
nation,Wales,W92000004,2020-04-26,178,9078
nation,Wales,W92000004,2020-04-25,299,8900
nation,Wales,W92000004,2020-04-24,243,8601
nation,Wales,W92000004,2020-04-23,234,8358
nation,Wales,W92000004,2020-04-22,274,8124
nation,Wales,W92000004,2020-04-21,304,7850
nation,Wales,W92000004,2020-04-20,276,7546
nation,Wales,W92000004,2020-04-19,334,7270
nation,Wales,W92000004,2020-04-18,292,6936
nation,Wales,W92000004,2020-04-17,244,6645
nation,Wales,W92000004,2020-04-16,284,6401
nation,Wales,W92000004,2020-04-15,272,6118
nation,Wales,W92000004,2020-04-14,238,5848
nation,Wales,W92000004,2020-04-13,313,5610
nation,Wales,W92000004,2020-04-12,367,5297
nation,Wales,W92000004,2020-04-11,340,4930
nation,Wales,W92000004,2020-04-10,502,4591
nation,Wales,W92000004,2020-04-09,16,4089
nation,Wales,W92000004,2020-04-08,283,4073
nation,Wales,W92000004,2020-04-07,291,3790
nation,Wales,W92000004,2020-04-06,302,3499
nation,Wales,W92000004,2020-04-05,344,3197
nation,Wales,W92000004,2020-04-04,387,2853
nation,Wales,W92000004,2020-04-03,345,2466
nation,Wales,W92000004,2020-04-02,284,2121
nation,Wales,W92000004,2020-04-01,274,1837
nation,Wales,W92000004,2020-03-31,112,1563
nation,Wales,W92000004,2020-03-30,210,1451
nation,Wales,W92000004,2020-03-29,148,1241
nation,Wales,W92000004,2020-03-28,172,1093
nation,Wales,W92000004,2020-03-27,180,921
nation,Wales,W92000004,2020-03-26,113,741
nation,Wales,W92000004,2020-03-25,150,628
nation,Wales,W92000004,2020-03-24,60,478
nation,Wales,W92000004,2020-03-23,71,418
nation,Wales,W92000004,2020-03-22,67,347
nation,Wales,W92000004,2020-03-21,89,280
nation,Wales,W92000004,2020-03-20,21,191
nation,Wales,W92000004,2020-03-19,21,170
nation,Wales,W92000004,2020-03-18,13,149
nation,Wales,W92000004,2020-03-17,12,136
nation,Wales,W92000004,2020-03-16,30,124
nation,Wales,W92000004,2020-03-15,34,94
nation,Wales,W92000004,2020-03-14,22,60
nation,Wales,W92000004,2020-03-13,13,38
nation,Wales,W92000004,2020-03-12,10,25
nation,Wales,W92000004,2020-03-11,9,15
nation,Wales,W92000004,2020-03-10,2,6
nation,Wales,W92000004,2020-03-09,2,4
nation,Wales,W92000004,2020-03-08,0,2
nation,Wales,W92000004,2020-03-07,0,2
nation,Wales,W92000004,2020-03-06,0,2
nation,Wales,W92000004,2020-03-05,1,2
nation,Wales,W92000004,2020-03-04,0,1
nation,Wales,W92000004,2020-03-03,0,1
nation,Wales,W92000004,2020-03-02,0,1
nation,Wales,W92000004,2020-03-01,0,1
nation,Wales,W92000004,2020-02-29,0,1
nation,Wales,W92000004,2020-02-28,1,1
nation,Wales,W92000004,2020-02-27,0,
nation,Wales,W92000004,2020-02-26,0,
nation,Wales,W92000004,2020-02-25,0,
nation,Wales,W92000004,2020-02-24,0,
nation,Wales,W92000004,2020-02-23,0,
nation,Wales,W92000004,2020-02-22,0,
nation,Wales,W92000004,2020-02-21,0,
nation,Wales,W92000004,2020-02-20,0,
nation,Wales,W92000004,2020-02-19,0,
nation,Wales,W92000004,2020-02-18,0,
nation,Wales,W92000004,2020-02-17,0,
nation,Wales,W92000004,2020-02-16,0,
nation,Wales,W92000004,2020-02-15,0,
nation,Wales,W92000004,2020-02-14,0,
nation,Wales,W92000004,2020-02-13,0,
nation,Wales,W92000004,2020-02-12,0,
nation,Wales,W92000004,2020-02-11,0,
nation,Wales,W92000004,2020-02-10,0,
nation,Wales,W92000004,2020-02-09,0,
nation,Wales,W92000004,2020-02-08,0,
nation,Wales,W92000004,2020-02-07,0,
nation,Wales,W92000004,2020-02-06,0,
nation,Wales,W92000004,2020-02-05,0,
nation,Wales,W92000004,2020-02-04,0,
nation,Wales,W92000004,2020-02-03,0,
nation,Wales,W92000004,2020-02-02,0,
nation,Wales,W92000004,2020-02-01,0,
nation,Wales,W92000004,2020-01-31,0,
nation,Wales,W92000004,2020-01-30,0,
nation,Wales,W92000004,2020-01-29,0,
nation,Wales,W92000004,2020-01-28,0,
nation,Wales,W92000004,2020-01-27,0,
nation,Wales,W92000004,2020-01-26,0,
nation,Wales,W92000004,2020-01-25,0,
nation,Wales,W92000004,2020-01-24,0,
nation,Wales,W92000004,2020-01-23,0,
nation,Wales,W92000004,2020-01-22,0,
nation,Wales,W92000004,2020-01-21,0,
nation,Wales,W92000004,2020-01-20,0,
nation,Wales,W92000004,2020-01-19,0,
nation,Wales,W92000004,2020-01-18,0,
nation,Wales,W92000004,2020-01-17,0,
nation,Wales,W92000004,2020-01-16,0,
nation,Wales,W92000004,2020-01-15,0,
nation,Wales,W92000004,2020-01-14,0,
nation,Wales,W92000004,2020-01-13,0,
nation,Wales,W92000004,2020-01-12,0,
nation,Wales,W92000004,2020-01-11,0,
nation,Wales,W92000004,2020-01-10,0,
nation,Wales,W92000004,2020-01-09,0,
nation,Wales,W92000004,2020-01-08,0,
nation,Wales,W92000004,2020-01-07,0,
nation,Wales,W92000004,2020-01-06,0,
nation,Wales,W92000004,2020-01-05,0,
nation,Wales,W92000004,2020-01-04,0,
nation,Wales,W92000004,2020-01-03,0,
